"","x","y","Cell_class"
"4395",2509.435435,3552.939365,"Inhibitory"
"4396",2341.41479,3396.043859,"Astrocyte"
"4398",2358.572552,3567.236392,"Excitatory"
"4399",2338.704122,3302.783136,"Inhibitory"
"4400",2344.537075,3237.048319,"OD Immature 1"
"4401",2356.300383,3254.495772,"Inhibitory"
"4402",2360.107917,3203.098234,"Endothelial 3"
"4403",2367.588655,3199.240606,"Inhibitory"
"4404",2370.655978,3332.307057,"Excitatory"
"4405",2374.855566,3299.658133,"Excitatory"
"4406",2372.290112,3270.809941,"Excitatory"
"4407",2387.531763,3248.650141,"Inhibitory"
"4408",2392.615493,3312.02251,"Excitatory"
"4409",2392.157456,3344.628969,"Endothelial 3"
"4411",2396.95937,3232.174834,"Inhibitory"
"4412",2398.551846,3316.30577,"Microglia"
"4413",2402.118253,3295.300939,"Inhibitory"
"4414",2403.475284,3191.844713,"OD Immature 2"
"4415",2415.435832,3322.010794,"Astrocyte"
"4416",2424.086757,3237.264822,"OD Immature 1"
"4417",2426.528088,3307.702026,"Inhibitory"
"4418",2429.409154,3290.312191,"OD Immature 1"
"4419",2437.390997,3307.524795,"Inhibitory"
"4420",2440.599298,3261.117504,"Inhibitory"
"4421",2454.110393,3279.816669,"Astrocyte"
"4422",2462.008255,3318.347975,"Inhibitory"
"4423",2464.448453,3292.362271,"Inhibitory"
"4424",2470.701921,3209.925889,"Microglia"
"4425",2476.653162,3280.877698,"OD Mature 2"
"4426",2474.723407,3326.864825,"Inhibitory"
"4427",2480.515828,3231.64483,"Astrocyte"
"4428",2487.12026,3260.341668,"Inhibitory"
"4430",2488.509257,3290.21012,"Astrocyte"
"4431",2486.855015,3345.55892,"Inhibitory"
"4432",2491.724973,3242.377197,"Astrocyte"
"4433",2490.584652,3332.272556,"Microglia"
"4434",2499.8528,3293.755697,"Astrocyte"
"4435",2506.283212,3317.175198,"OD Immature 1"
"4436",2508.407168,3260.889474,"Inhibitory"
"4437",2510.1196,3335.366054,"Inhibitory"
"4438",2509.616647,3365.241319,"Inhibitory"
"4439",2521.699133,3302.582527,"Inhibitory"
"4440",2333.263805,3284.199094,"Astrocyte"
"4441",2350.340659,3284.121791,"Excitatory"
"4442",2372.862088,3251.797146,"Inhibitory"
"4443",2412.760688,3357.398191,"Endothelial 1"
"4444",2410.968526,3292.596041,"OD Mature 2"
"4445",2417.274563,3265.161964,"Inhibitory"
"4446",2446.914076,3197.941251,"Inhibitory"
"4448",2343.913552,3344.165039,"Astrocyte"
"4449",2369.509724,3232.423875,"Excitatory"
"4450",2409.375644,3256.078847,"OD Mature 1"
"4451",2411.944861,3217.595709,"Inhibitory"
"4452",2433.960034,3222.719548,"Inhibitory"
"4453",2438.561404,3346.100005,"Astrocyte"
"4454",2447.176358,3328.084619,"OD Mature 2"
"4455",2461.594641,3355.428213,"Astrocyte"
"4456",2494.096223,3323.051269,"Endothelial 3"
"4457",2498.3632,3209.458362,"OD Immature 1"
"4458",2515.450335,3320.414872,"Excitatory"
"4459",2515.508965,3208.34426,"Inhibitory"
"4460",2353.22416,3321.345334,"Excitatory"
"4462",2429.369778,3336.439172,"Inhibitory"
"4463",2455.129997,3347.806418,"Inhibitory"
"4464",2494.947668,3231.765637,"OD Immature 1"
"4465",2499.431087,3277.678227,"Inhibitory"
"4466",2338.710589,3158.316771,"Endothelial 1"
"4468",2341.12988,3139.839075,"Inhibitory"
"4469",2348.636905,3039.603031,"OD Mature 2"
"4470",2352.446683,3075.136929,"Inhibitory"
"4471",2359.656116,3154.416699,"OD Mature 2"
"4472",2363.912258,3107.013342,"Inhibitory"
"4474",2371.202285,3023.720206,"Inhibitory"
"4475",2374.257874,3074.34257,"Astrocyte"
"4476",2377.248078,3048.591778,"Endothelial 1"
"4477",2383.574567,3115.43807,"Astrocyte"
"4479",2386.129077,3016.264263,"OD Mature 2"
"4480",2390.719354,3064.653894,"OD Mature 2"
"4481",2395.053098,3153.112939,"Astrocyte"
"4482",2406.651213,2998.710048,"Endothelial 1"
"4483",2409.283992,3165.635065,"Inhibitory"
"4484",2408.762102,3105.331123,"Endothelial 1"
"4485",2413.215702,3065.859921,"Astrocyte"
"4487",2426.556058,3118.786805,"Inhibitory"
"4488",2434.617736,3022.204925,"Inhibitory"
"4489",2438.48033,3073.575541,"Endothelial 1"
"4490",2438.740981,3104.783149,"Endothelial 1"
"4491",2441.166912,3149.45342,"Inhibitory"
"4492",2450.119072,3110.913491,"Inhibitory"
"4493",2452.546319,3006.617802,"OD Mature 2"
"4494",2459.371742,3128.131708,"Endothelial 1"
"4495",2467.302892,3000.895914,"OD Mature 2"
"4496",2479.779467,3101.068221,"Excitatory"
"4497",2490.368664,3069.594126,"OD Mature 1"
"4498",2497.417899,3155.096885,"OD Mature 2"
"4499",2498.916008,3016.501549,"Astrocyte"
"4501",2520.305538,3116.195797,"Endothelial 1"
"4502",2368.348449,3111.991514,"Astrocyte"
"4503",2374.923582,3142.613923,"Inhibitory"
"4504",2377.318209,2986.659488,"OD Mature 1"
"4505",2403.764875,3151.850853,"Astrocyte"
"4506",2444.775615,2993.62846,"Excitatory"
"4507",2467.008175,3018.754905,"OD Mature 4"
"4509",2342.921421,3050.797163,"OD Immature 1"
"4510",2470.652645,3121.433169,"Astrocyte"
"4511",2473.885566,3106.422345,"Inhibitory"
"4512",2483.506731,2998.265745,"Inhibitory"
"4513",2506.591665,3016.307954,"Excitatory"
"4514",2511.709871,3087.040903,"Astrocyte"
"4515",2334.324341,3173.953883,"Astrocyte"
"4516",2385.260802,2995.039467,"Inhibitory"
"4517",2409.62662,3018.022454,"Astrocyte"
"4519",2475.997751,3031.057612,"Inhibitory"
"4520",2503.622041,3085.833981,"Excitatory"
"4521",2344.033926,3014.572248,"Inhibitory"
"4522",2422.671876,3115.942452,"Inhibitory"
"4523",2438.910985,2984.724728,"Astrocyte"
"4524",2478.01677,3085.464983,"Astrocyte"
"4526",2495.436498,3109.212706,"Inhibitory"
"4527",2513.540251,3097.740103,"Inhibitory"
"4528",2342.117665,2967.590984,"Inhibitory"
"4529",2351.124626,2864.251082,"Inhibitory"
"4530",2351.061363,2910.754795,"Astrocyte"
"4531",2352.770475,2948.033821,"Endothelial 3"
"4532",2359.932734,2812.16227,"Excitatory"
"4533",2360.082866,2948.666147,"Inhibitory"
"4534",2368.603098,2891.484704,"Endothelial 3"
"4535",2373.435139,2917.937021,"Endothelial 1"
"4536",2379.002279,2913.380509,"Endothelial 1"
"4537",2377.011509,2884.599022,"Endothelial 1"
"4539",2382.681569,2896.194616,"Astrocyte"
"4540",2390.969295,2956.10339,"Inhibitory"
"4541",2394.158763,2922.101733,"Endothelial 1"
"4543",2397.932199,2814.695696,"Excitatory"
"4544",2405.900531,2893.01029,"Inhibitory"
"4545",2407.900934,2940.289527,"Astrocyte"
"4546",2410.092821,2849.897635,"Inhibitory"
"4547",2411.584427,2913.276208,"Endothelial 1"
"4549",2427.328786,2926.414567,"OD Mature 2"
"4550",2428.501798,2846.506782,"OD Mature 2"
"4551",2428.858441,2914.679814,"OD Immature 1"
"4552",2434.184523,2873.494586,"Inhibitory"
"4553",2439.079343,2964.478713,"Inhibitory"
"4554",2448.672145,2801.990704,"OD Immature 1"
"4555",2450.275293,2912.694693,"Inhibitory"
"4557",2463.1342,2879.131319,"Excitatory"
"4558",2466.164649,2804.481229,"Endothelial 1"
"4560",2483.519813,2950.99252,"Microglia"
"4561",2494.300969,2865.206389,"OD Mature 2"
"4562",2495.052222,2875.912897,"OD Immature 1"
"4563",2502.998836,2876.403539,"Endothelial 3"
"4565",2519.56678,2934.974247,"Inhibitory"
"4566",2522.008366,2953.514459,"Inhibitory"
"4567",2348.315934,2828.485582,"Inhibitory"
"4568",2383.661957,2880.009052,"Astrocyte"
"4569",2412.760392,2866.19284,"Inhibitory"
"4570",2415.985963,2962.201754,"OD Mature 2"
"4571",2451.737422,2935.831463,"Inhibitory"
"4572",2454.078359,2946.375017,"OD Mature 2"
"4573",2466.176365,2853.018188,"Excitatory"
"4574",2476.048266,2828.352723,"OD Mature 2"
"4575",2499.415135,2843.7736,"Excitatory"
"4576",2512.441282,2898.102229,"Inhibitory"
"4577",2340.287626,2960.509308,"Astrocyte"
"4579",2358.117438,2851.587759,"Inhibitory"
"4580",2359.661466,2833.294621,"Astrocyte"
"4582",2423.295247,2795.289704,"Endothelial 1"
"4583",2435.774182,2835.878462,"Astrocyte"
"4584",2464.455308,2970.913028,"OD Mature 2"
"4585",2483.640597,2818.758027,"Inhibitory"
"4586",2503.460673,2944.204955,"OD Mature 2"
"4587",2512.13594,2836.812609,"Astrocyte"
"4588",2520.891191,2842.842105,"Astrocyte"
"4589",2434.305231,2805.28266,"Inhibitory"
"4591",2459.436148,2924.077957,"Inhibitory"
"4593",2513.939793,2850.577191,"Endothelial 1"
"4594",2368.004955,2844.993442,"Inhibitory"
"4595",2333.878547,2651.476593,"Endothelial 1"
"4596",2338.189738,2657.1271,"Microglia"
"4599",2341.397375,2615.685104,"Endothelial 1"
"4600",2354.122082,2753.509517,"Inhibitory"
"4601",2356.103411,2731.919544,"Excitatory"
"4602",2356.532659,2589.382986,"Excitatory"
"4603",2360.01207,2649.343773,"Inhibitory"
"4604",2374.199877,2729.147498,"Endothelial 1"
"4605",2377.010832,2672.447703,"Astrocyte"
"4606",2377.502046,2762.743224,"Astrocyte"
"4607",2376.673012,2657.510429,"Excitatory"
"4608",2379.761234,2631.589755,"Inhibitory"
"4609",2393.782579,2726.175744,"OD Mature 1"
"4611",2395.176858,2704.143051,"Inhibitory"
"4612",2396.692581,2681.139888,"Inhibitory"
"4613",2396.267297,2599.472177,"Excitatory"
"4614",2401.394338,2631.66335,"Inhibitory"
"4615",2415.378061,2693.209513,"Inhibitory"
"4616",2419.480136,2587.636603,"OD Mature 3"
"4617",2421.26679,2718.167128,"Inhibitory"
"4618",2426.421969,2633.237233,"Inhibitory"
"4621",2439.913838,2613.841088,"Inhibitory"
"4623",2448.647094,2642.161413,"Endothelial 3"
"4625",2467.667497,2733.335683,"Excitatory"
"4626",2467.266208,2699.290201,"Astrocyte"
"4627",2472.927255,2617.436756,"Inhibitory"
"4628",2474.14682,2732.893972,"OD Mature 2"
"4630",2481.30288,2750.44537,"Inhibitory"
"4631",2483.005933,2654.004618,"Astrocyte"
"4632",2496.210629,2639.357675,"OD Mature 2"
"4633",2500.865088,2770.70392,"Inhibitory"
"4634",2506.602425,2711.890405,"Inhibitory"
"4635",2514.035297,2608.880023,"Inhibitory"
"4636",2514.728569,2672.396491,"OD Mature 2"
"4637",2348.081612,2739.346456,"OD Mature 2"
"4638",2353.872948,2677.401865,"Inhibitory"
"4639",2422.396488,2665.740078,"Astrocyte"
"4640",2425.028079,2689.454402,"Inhibitory"
"4641",2453.695901,2630.667428,"Endothelial 3"
"4642",2490.014964,2665.44591,"Astrocyte"
"4643",2505.639137,2724.317722,"OD Mature 2"
"4644",2512.47489,2722.66365,"OD Mature 2"
"4645",2358.8861,2613.370414,"Inhibitory"
"4646",2376.60558,2704.277635,"OD Mature 1"
"4647",2376.976242,2752.269514,"Inhibitory"
"4648",2407.737676,2636.582854,"Excitatory"
"4649",2412.996919,2681.546681,"Inhibitory"
"4651",2447.894309,2612.80713,"Astrocyte"
"4652",2477.085417,2603.027748,"Astrocyte"
"4654",2417.263469,2657.494155,"Inhibitory"
"4655",2441.124589,2600.898615,"Inhibitory"
"4657",2491.794448,2587.237403,"Astrocyte"
"4658",2336.638475,2465.15787,"Endothelial 1"
"4659",2336.546149,2522.178081,"Microglia"
"4660",2338.329192,2439.715937,"Pericytes"
"4661",2342.055097,2448.66147,"Pericytes"
"4662",2339.307525,2457.517983,"Pericytes"
"4663",2343.469862,2476.262241,"Pericytes"
"4664",2350.01691,2440.868227,"Endothelial 2"
"4665",2355.409843,2523.893777,"Endothelial 3"
"4666",2358.914385,2448.360183,"Endothelial 2"
"4667",2371.812532,2447.764653,"Astrocyte"
"4668",2383.682299,2523.371341,"Inhibitory"
"4669",2387.339265,2427.397521,"Astrocyte"
"4670",2393.718237,2541.530878,"Astrocyte"
"4671",2394.801864,2552.126324,"OD Mature 2"
"4672",2397.797466,2535.656029,"Astrocyte"
"4673",2416.606993,2448.34728,"Microglia"
"4674",2421.402722,2484.92356,"Endothelial 1"
"4675",2432.237755,2394.596214,"Endothelial 2"
"4676",2428.369431,2490.970955,"Endothelial 1"
"4677",2431.169888,2503.443072,"Endothelial 1"
"4678",2438.826777,2486.583175,"Endothelial 1"
"4679",2438.63525,2459.203894,"Astrocyte"
"4681",2444.514093,2507.866865,"Excitatory"
"4683",2454.501268,2384.175592,"Astrocyte"
"4684",2454.625826,2545.012893,"Endothelial 1"
"4686",2460.474193,2451.145625,"OD Mature 2"
"4687",2467.65313,2406.606725,"OD Mature 2"
"4688",2475.632044,2547.073417,"Endothelial 3"
"4689",2478.15984,2497.655567,"Inhibitory"
"4690",2478.025937,2530.432396,"Inhibitory"
"4692",2496.506569,2558.002836,"Inhibitory"
"4693",2497.159856,2476.677242,"OD Mature 1"
"4695",2498.423539,2534.390306,"Endothelial 1"
"4697",2508.172095,2514.287654,"Astrocyte"
"4698",2515.548995,2472.220553,"OD Immature 1"
"4699",2517.481198,2478.797044,"Endothelial 1"
"4700",2516.641703,2404.133673,"Astrocyte"
"4701",2332.312154,2429.284446,"Endothelial 2"
"4702",2369.671808,2484.253896,"Astrocyte"
"4703",2375.087479,2563.861316,"Excitatory"
"4704",2397.398687,2421.127881,"Astrocyte"
"4705",2418.149996,2538.034044,"OD Mature 2"
"4707",2437.778464,2521.802719,"Endothelial 1"
"4708",2450.742559,2468.168887,"Microglia"
"4709",2469.341248,2527.684797,"OD Mature 2"
"4710",2499.572588,2504.725382,"OD Mature 2"
"4712",2352.385277,2450.766084,"Pericytes"
"4713",2372.717534,2477.059411,"OD Immature 1"
"4714",2399.576163,2493.127753,"Astrocyte"
"4715",2411.641097,2408.111744,"Astrocyte"
"4716",2448.353793,2389.482784,"Astrocyte"
"4717",2449.56346,2547.617419,"Endothelial 3"
"4718",2514.174392,2449.368348,"Inhibitory"
"4720",2521.319418,2489.683508,"OD Mature 2"
"4723",2423.950958,2541.212337,"Excitatory"
"4724",2482.92654,2462.228265,"Inhibitory"
"4725",2538.181654,2466.075231,"Inhibitory"
"4726",2542.723509,2385.101522,"Endothelial 1"
"4727",2543.972382,2541.795372,"Inhibitory"
"4728",2544.758964,2403.792463,"Astrocyte"
"4731",2563.029306,2392.068655,"Endothelial 3"
"4733",2568.199454,2524.291803,"Inhibitory"
"4735",2588.03558,2541.717427,"Inhibitory"
"4736",2590.095004,2453.220227,"Excitatory"
"4737",2596.348349,2489.3463,"Inhibitory"
"4740",2600.166272,2468.76438,"Endothelial 1"
"4741",2606.081608,2474.275596,"OD Mature 2"
"4742",2610.034606,2511.260522,"Endothelial 3"
"4744",2627.019824,2405.344787,"Inhibitory"
"4746",2629.419231,2568.329413,"OD Mature 3"
"4747",2635.739812,2413.145038,"Inhibitory"
"4748",2634.735355,2393.103608,"Inhibitory"
"4750",2645.684284,2446.843565,"OD Mature 2"
"4751",2654.527362,2426.593983,"Inhibitory"
"4752",2660.644051,2440.17265,"Inhibitory"
"4753",2660.28351,2510.898477,"Endothelial 1"
"4754",2662.853141,2421.032162,"Inhibitory"
"4755",2666.729171,2479.87564,"Inhibitory"
"4757",2674.710958,2467.247638,"Inhibitory"
"4759",2681.077822,2486.304059,"OD Mature 2"
"4760",2680.838798,2521.365537,"Inhibitory"
"4761",2690.405162,2454.606955,"Astrocyte"
"4763",2695.853979,2419.326065,"Inhibitory"
"4765",2713.427853,2414.01536,"Excitatory"
"4766",2719.877441,2470.93344,"Microglia"
"4767",2716.720408,2448.956003,"Inhibitory"
"4768",2568.778495,2555.908773,"Inhibitory"
"4769",2571.058192,2458.422675,"Inhibitory"
"4770",2610.534813,2442.389224,"OD Mature 2"
"4771",2622.659531,2455.618474,"Excitatory"
"4772",2643.782697,2395.251549,"Endothelial 3"
"4774",2654.867504,2537.869951,"Inhibitory"
"4775",2655.991287,2468.103945,"Inhibitory"
"4776",2683.123331,2400.8432,"Inhibitory"
"4777",2687.593362,2397.623748,"Astrocyte"
"4778",2691.301488,2464.396912,"Inhibitory"
"4779",2536.966432,2567.935724,"Astrocyte"
"4780",2570.907868,2391.029185,"Microglia"
"4781",2678.724226,2418.889032,"Inhibitory"
"4782",2624.676522,2449.221762,"Inhibitory"
"4783",2633.876139,2539.638991,"Inhibitory"
"4784",2631.1232,2433.306126,"Excitatory"
"4785",2656.503739,2558.757973,"Inhibitory"
"4786",2535.693852,2609.117388,"Inhibitory"
"4787",2536.640737,2754.555718,"OD Mature 1"
"4788",2537.876257,2686.389706,"OD Mature 2"
"4789",2553.685577,2636.169788,"OD Mature 1"
"4790",2556.660923,2740.611522,"OD Mature 2"
"4791",2560.849167,2656.444054,"OD Mature 1"
"4792",2569.882569,2742.249251,"OD Immature 1"
"4793",2569.423469,2709.970844,"Excitatory"
"4794",2577.836374,2629.336294,"Inhibitory"
"4795",2594.410691,2703.887253,"OD Mature 1"
"4796",2598.237103,2659.011686,"Excitatory"
"4797",2602.180035,2768.086068,"Astrocyte"
"4798",2604.035214,2720.594381,"Inhibitory"
"4799",2609.085431,2594.611897,"Pericytes"
"4800",2608.025288,2736.427983,"Inhibitory"
"4801",2620.884952,2619.848753,"Astrocyte"
"4802",2621.628304,2661.219501,"Astrocyte"
"4803",2622.76548,2694.089844,"Inhibitory"
"4804",2626.464575,2753.591479,"Astrocyte"
"4805",2629.96824,2727.770311,"OD Mature 2"
"4806",2639.67291,2761.107073,"Endothelial 1"
"4807",2645.102779,2605.689758,"OD Mature 2"
"4808",2649.369532,2653.835613,"Inhibitory"
"4809",2649.740222,2680.974449,"OD Mature 2"
"4810",2652.658368,2702.589079,"OD Mature 2"
"4812",2656.677089,2685.810254,"Endothelial 3"
"4814",2667.817373,2761.752689,"Inhibitory"
"4815",2665.42048,2650.143081,"OD Mature 3"
"4816",2674.462155,2608.795492,"Inhibitory"
"4817",2689.133989,2744.228906,"Astrocyte"
"4818",2688.255585,2705.562673,"OD Immature 1"
"4819",2701.667532,2722.436023,"Astrocyte"
"4820",2702.495134,2649.320258,"Inhibitory"
"4821",2705.234802,2693.939776,"Inhibitory"
"4822",2709.358013,2640.173754,"Inhibitory"
"4823",2714.383249,2662.402273,"Inhibitory"
"4824",2715.720077,2707.192829,"OD Mature 2"
"4825",2721.448346,2614.193546,"Astrocyte"
"4827",2626.403367,2715.805115,"Inhibitory"
"4829",2711.149409,2676.02066,"OD Mature 2"
"4830",2540.104251,2721.690533,"Inhibitory"
"4831",2541.99349,2679.179456,"OD Immature 1"
"4832",2559.70266,2763.662552,"Inhibitory"
"4833",2614.392527,2594.17736,"Pericytes"
"4834",2617.196798,2748.397209,"Endothelial 1"
"4835",2700.237745,2624.60681,"Inhibitory"
"4836",2587.384223,2630.020895,"Inhibitory"
"4837",2554.490813,2627.412582,"Inhibitory"
"4839",2592.951475,2589.521501,"OD Mature 2"
"4840",2592.901099,2609.985771,"Pericytes"
"4841",2600.049621,2602.141219,"OD Mature 3"
"4842",2628.011916,2634.007331,"Inhibitory"
"4843",2629.796028,2600.2548,"OD Mature 1"
"4844",2643.56181,2643.083163,"Inhibitory"
"4845",2649.43464,2614.89105,"Astrocyte"
"4846",2647.635711,2740.161778,"OD Immature 1"
"4848",2542.642371,2881.243643,"Inhibitory"
"4849",2545.145848,2869.137371,"Endothelial 1"
"4850",2543.118307,2785.49981,"Astrocyte"
"4851",2552.813453,2835.227026,"Endothelial 1"
"4852",2558.742448,2966.990819,"Endothelial 1"
"4853",2577.959032,2845.297755,"Inhibitory"
"4856",2590.849333,2920.133624,"Astrocyte"
"4857",2601.933692,2856.164802,"Microglia"
"4858",2611.309071,2882.240021,"Astrocyte"
"4859",2617.768031,2857.878481,"Inhibitory"
"4860",2622.398111,2882.479872,"Endothelial 1"
"4861",2620.358496,2790.106468,"Inhibitory"
"4865",2632.831593,2881.750576,"Inhibitory"
"4867",2649.021846,2920.310379,"OD Immature 1"
"4868",2650.507416,2963.06526,"Inhibitory"
"4869",2651.669296,2840.61694,"Inhibitory"
"4870",2655.22608,2947.297724,"Inhibitory"
"4872",2670.267833,2898.524151,"Inhibitory"
"4873",2675.392713,2839.844114,"Inhibitory"
"4874",2679.893267,2915.26957,"OD Mature 2"
"4875",2676.189722,2881.181584,"Astrocyte"
"4877",2688.923232,2845.802606,"Inhibitory"
"4878",2694.712147,2951.994059,"Endothelial 1"
"4880",2696.2968,2925.315573,"Astrocyte"
"4881",2701.232956,2824.547463,"OD Mature 2"
"4882",2708.130886,2908.046475,"Endothelial 3"
"4883",2711.241865,2929.130757,"Astrocyte"
"4884",2543.517739,2819.757252,"Inhibitory"
"4885",2547.609651,2897.676328,"Inhibitory"
"4888",2641.701172,2796.83688,"Inhibitory"
"4889",2636.822261,2917.659049,"OD Mature 2"
"4890",2649.01053,2803.86911,"Inhibitory"
"4892",2673.869216,2789.615925,"Inhibitory"
"4893",2701.840722,2808.780911,"Inhibitory"
"4894",2720.993284,2832.354361,"Astrocyte"
"4895",2572.776662,2929.276413,"Endothelial 1"
"4896",2576.745972,2823.548209,"Inhibitory"
"4897",2598.91242,2927.785775,"Astrocyte"
"4898",2602.446347,2846.596368,"Endothelial 3"
"4899",2607.518552,2927.365421,"Astrocyte"
"4900",2612.604649,2835.721745,"Inhibitory"
"4901",2693.621371,2822.416424,"Inhibitory"
"4902",2713.9129,2853.15777,"Inhibitory"
"4903",2627.38305,2908.859041,"OD Mature 2"
"4905",2625.080034,2861.356125,"Inhibitory"
"4907",2702.90885,2802.958537,"Inhibitory"
"4908",2718.795216,2952.221431,"Inhibitory"
"4909",2536.720176,3163.933495,"Inhibitory"
"4910",2547.533072,3133.147142,"Endothelial 1"
"4911",2551.638591,3074.138779,"Excitatory"
"4912",2549.530109,3125.586727,"Endothelial 2"
"4913",2556.185509,3117.38743,"OD Immature 1"
"4916",2572.715116,3001.488882,"OD Mature 2"
"4917",2579.002454,3088.690211,"Inhibitory"
"4918",2583.668803,3168.752831,"OD Mature 3"
"4919",2593.336046,3063.106476,"OD Mature 1"
"4921",2603.619921,3064.088982,"Inhibitory"
"4922",2607.140565,3121.770104,"OD Mature 2"
"4925",2612.22951,3091.844149,"Inhibitory"
"4926",2616.985303,3147.066705,"Inhibitory"
"4927",2620.063976,3045.583572,"Astrocyte"
"4928",2620.408551,3164.147879,"Inhibitory"
"4929",2624.171131,3092.460643,"Inhibitory"
"4930",2625.629329,3112.724741,"Endothelial 1"
"4931",2630.515602,3142.989412,"Inhibitory"
"4932",2633.64628,3097.69832,"Astrocyte"
"4934",2642.141713,3169.150707,"Microglia"
"4935",2642.607463,3126.083828,"Astrocyte"
"4936",2652.265929,3153.577822,"OD Immature 1"
"4937",2662.732844,3118.735,"Inhibitory"
"4938",2659.687281,3137.607075,"Endothelial 1"
"4939",2669.601853,3154.853251,"OD Mature 2"
"4940",2664.326651,3094.312281,"Inhibitory"
"4942",2670.304772,3074.019793,"Inhibitory"
"4943",2676.01526,3004.365265,"Inhibitory"
"4944",2676.103071,3020.774194,"OD Mature 2"
"4946",2684.544581,2981.785434,"Inhibitory"
"4947",2682.528173,3170.35796,"Inhibitory"
"4948",2687.953443,3107.559766,"Astrocyte"
"4949",2687.843452,3085.519223,"Endothelial 1"
"4950",2692.900751,3130.943171,"OD Mature 2"
"4951",2701.393333,3060.3384,"Endothelial 3"
"4952",2705.060179,3025.841755,"OD Mature 2"
"4954",2708.169059,3160.434516,"OD Immature 1"
"4956",2711.67974,3102.024419,"Endothelial 1"
"4957",2719.691996,3145.784802,"Astrocyte"
"4958",2722.864274,3050.688046,"Astrocyte"
"4959",2534.475438,3119.536686,"OD Mature 1"
"4961",2578.954585,3152.060567,"Inhibitory"
"4963",2593.532993,3036.676748,"Inhibitory"
"4964",2595.66579,3157.105672,"Inhibitory"
"4965",2603.801067,3038.214316,"Inhibitory"
"4966",2648.414861,2991.370233,"Inhibitory"
"4967",2650.67942,3021.29509,"Endothelial 3"
"4968",2658.256831,2999.013112,"Excitatory"
"4969",2672.617632,3128.04446,"Inhibitory"
"4971",2683.124694,3077.630748,"OD Immature 1"
"4972",2554.887021,3037.900983,"Endothelial 1"
"4973",2562.027875,3009.066274,"Inhibitory"
"4974",2603.721527,3172.068691,"Inhibitory"
"4975",2586.178432,3150.595394,"Inhibitory"
"4977",2569.591472,3138.464571,"Excitatory"
"4978",2625.203913,3003.2308,"Inhibitory"
"4979",2661.668757,3063.695071,"Inhibitory"
"4980",2674.252512,3101.690555,"Inhibitory"
"4981",2538.174747,3354.239374,"Astrocyte"
"4982",2541.045417,3346.737796,"Astrocyte"
"4983",2541.671095,3248.212022,"Astrocyte"
"4985",2559.885376,3364.868775,"Endothelial 1"
"4987",2568.744026,3278.829603,"Inhibitory"
"4990",2579.543356,3183.570776,"OD Mature 3"
"4991",2579.707955,3199.967301,"Inhibitory"
"4993",2593.558241,3216.353114,"Inhibitory"
"4995",2599.302025,3187.593071,"Excitatory"
"4996",2607.286274,3331.397032,"Inhibitory"
"4997",2602.961905,3315.785092,"Excitatory"
"4998",2614.147667,3249.749761,"Endothelial 1"
"4999",2624.300548,3342.643091,"Endothelial 1"
"5001",2624.656335,3299.871273,"Inhibitory"
"5002",2631.256371,3278.113213,"Endothelial 1"
"5003",2637.23359,3245.018189,"OD Immature 1"
"5004",2642.801021,3317.305983,"Inhibitory"
"5005",2643.130911,3285.850454,"Microglia"
"5006",2648.075784,3328.673455,"Inhibitory"
"5009",2669.489654,3287.639631,"Inhibitory"
"5010",2672.7649,3312.280192,"Inhibitory"
"5011",2674.621307,3211.947302,"Excitatory"
"5012",2678.74674,3349.417861,"Inhibitory"
"5016",2701.835448,3249.696121,"Astrocyte"
"5017",2702.691328,3208.213423,"Astrocyte"
"5018",2714.331409,3292.394021,"Microglia"
"5019",2554.404599,3220.875054,"Endothelial 1"
"5020",2586.224986,3339.861328,"Inhibitory"
"5021",2603.624902,3205.73191,"OD Mature 2"
"5022",2658.233814,3230.235071,"OD Mature 1"
"5023",2534.156267,3287.65439,"Endothelial 1"
"5024",2672.619246,3330.4218,"Endothelial 1"
"5025",2688.066854,3308.021084,"Astrocyte"
"5026",2688.330804,3267.886122,"Microglia"
"5028",2582.25232,3345.500695,"Astrocyte"
"5029",2695.118806,3269.458756,"Inhibitory"
"5030",2540.285304,3212.751625,"Endothelial 1"
"5031",2627.304862,3266.100652,"Inhibitory"
"5032",2681.167749,3310.981114,"Astrocyte"
"5033",2542.897947,3491.432669,"Excitatory"
"5034",2559.164016,3542.629803,"Inhibitory"
"5036",2569.167108,3527.480781,"Astrocyte"
"5037",2571.361961,3405.155528,"Inhibitory"
"5039",2581.975659,3510.437886,"Inhibitory"
"5040",2585.341862,3501.046292,"Astrocyte"
"5041",2595.599052,3417.984138,"Inhibitory"
"5044",2604.85892,3404.505164,"Inhibitory"
"5045",2611.350439,3510.695599,"Inhibitory"
"5046",2616.125363,3455.532701,"Inhibitory"
"5047",2619.080222,3465.723023,"Inhibitory"
"5048",2623.538844,3488.392271,"Inhibitory"
"5049",2623.84365,3509.874515,"OD Mature 2"
"5050",2630.170955,3446.288016,"Inhibitory"
"5053",2638.256003,3391.165341,"Astrocyte"
"5054",2654.064907,3556.031606,"Inhibitory"
"5055",2655.728918,3535.317151,"Inhibitory"
"5056",2660.620444,3469.463953,"Inhibitory"
"5057",2659.988713,3545.268022,"Endothelial 1"
"5058",2663.892608,3526.389295,"Inhibitory"
"5059",2676.742701,3416.597748,"Endothelial 1"
"5060",2681.424605,3465.670001,"OD Immature 1"
"5061",2681.952875,3501.851172,"Astrocyte"
